Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R1_raw	4.666666666666657	53.0	151.0	18.181818181818183	300.0
Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R2_raw	3.0	54.0	151.0	45.45454545454545	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_R1_raw	3.0	52.0	151.0	18.181818181818183	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_R2_raw	2.666666666666657	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_R1_raw	1.6666666666666714	53.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_R2_raw	1.3333333333333286	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_R1_raw	1.0	52.0	151.0	45.45454545454545	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_R2_raw	2.3333333333333286	52.0	151.0	45.45454545454545	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_R1_raw	1.6666666666666714	51.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_R2_raw	1.6666666666666714	51.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_R1_raw	3.3333333333333286	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_R2_raw	3.666666666666657	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R1_raw	3.3333333333333286	53.0	151.0	27.27272727272727	300.0
Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R2_raw	1.0	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R1_raw	3.3333333333333286	53.0	151.0	18.181818181818183	300.0
Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R2_raw	2.3333333333333286	54.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R1_raw	2.0	52.0	151.0	27.27272727272727	300.0
Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R2_raw	1.6666666666666714	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R1_raw	2.0	52.0	151.0	27.27272727272727	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R2_raw	1.6666666666666714	52.0	151.0	45.45454545454545	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R1_raw	2.666666666666657	51.0	151.0	18.181818181818183	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R2_raw	2.0	52.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R1_raw	3.0	49.0	151.0	27.27272727272727	300.0
Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R2_raw	1.3333333333333286	49.0	151.0	36.36363636363637	300.0
Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R1_raw	3.3333333333333286	52.0	151.0	9.090909090909092	300.0
Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R2_raw	2.666666666666657	52.0	151.0	36.36363636363637	300.0
