1	539480	539610	1	1	1	0	1	1
1	5413517	5413593	1	1	1	1	0	7
1	7144304	7144458	1	1	1	1	0	4
1	7627933	7628021	1	1	1	1	0	16
1	17966754	17966847	1	1	1	1	0	17
1	17968601	17968695	1	1	1	1	0	8
1	25048973	25049078	2	2	1	1	0	7
1	27259431	27259519	2	2	1	1	0	15
1	27347148	27347230	2	2	1	1	0	4
1	28005725	28006056	1	1	1	1	0	16
1	28306311	28306456	1	1	1	1	0	13
2	863674	863782	2	2	1	1	0	12
2	7547336	7547450	1	1	1	1	0	19
2	16508117	16508270	1	1	1	0	1	4
3	2842244	2842341	2	2	1	1	0	12
3	4387349	4387430	2	2	1	1	0	18
3	7915990	7916071	1	1	1	1	0	10
3	8221369	8221536	1	1	1	1	0	22
3	8376080	8376164	1	1	1	2	0	23
3	10027278	10027352	2	2	1	1	0	6
3	21275217	21275337	2	2	1	1	0	13
3	21652621	21652723	2	2	1	1	0	11
4	11647674	11647774	2	2	1	1	0	10
4	13594368	13594435	2	2	1	1	0	20
4	14111955	14112070	1	1	1	1	0	9
4	16301541	16301621	1	1	1	1	0	22
5	650544	650860	1	1	1	1	0	8
5	1321161	1321256	1	1	1	1	0	18
5	3763296	3763457	2	2	1	1	0	15
5	4439605	4439691	1	1	1	1	0	12
5	5472727	5472953	2	2	1	2	0	8
5	6510100	6510191	2	2	1	1	0	8
5	7582045	7582164	2	2	1	0	1	19
5	7592285	7592404	2	2	1	0	1	19
5	17195704	17195784	2	2	1	1	0	18
5	17248638	17248721	2	2	1	1	0	23
5	23962376	23962470	1	1	1	1	0	11
5	26905145	26905231	2	2	1	1	0	6
