5	1133798	1133934	1	1	1	0	1	47
5	1134065	1134192	1	1	1	0	1	1
5	2357160	2357252	1	1	1	1	0	31
5	3235777	3235866	2	2	1	1	0	26
5	4045213	4045333	2	2	1	1	0	53
5	5650517	5650623	1	3	1	1	0	50
5	5650693	5650804	1	1	1	1	0	46
5	5935204	5935755	1	1	1	1	0	53
5	9200715	9200798	1	1	1	1	0	4
5	14751959	14752043	2	2	1	1	0	50
5	15377741	15377910	2	2	1	1	0	25
5	15378046	15378135	2	2	1	1	0	40
5	15381718	15381807	2	2	1	1	0	51
5	16265401	16265482	2	2	1	1	0	47
5	16265538	16265629	2	2	1	1	0	44
5	17242859	17243350	1	1	1	1	0	37
5	18699301	18699384	1	1	1	0	1	42
5	18699463	18699561	1	1	1	0	1	2
5	18699679	18699763	1	1	1	0	1	40
5	18699864	18699958	1	1	1	1	0	56
5	18700060	18700194	1	1	1	1	0	15
5	20012775	20012866	2	2	1	1	0	12
5	20691872	20691960	1	1	1	1	0	58
5	20692034	20692133	1	1	1	1	0	23
5	20692200	20692379	1	1	1	1	0	35
5	23550919	23551244	1	1	1	0	1	36
5	23551352	23551440	1	1	1	0	1	16
5	24569414	24569547	2	2	1	1	0	56
5	24598116	24598222	1	1	1	1	0	51
5	24981236	24981325	2	2	1	1	0	26
5	25193425	25193924	1	1	1	1	0	50
5	25194073	25194576	1	1	1	1	0	12
5	25608372	25608456	2	2	1	1	0	39
5	25956277	25956381	1	1	1	1	0	30
5	25956412	25956524	1	1	1	1	0	21
5	26196038	26196125	1	1	1	1	0	6
5	26452104	26452186	2	2	1	1	0	38
