5	922702	922791	2	2	1	1	0	27
5	4523827	4523908	2	2	1	1	0	57
5	5662240	5662614	2	2	1	1	0	39
5	5936121	5936209	1	1	1	1	0	25
5	6305119	6305251	2	2	1	1	0	18
5	6305310	6305671	2	2	1	1	0	47
5	6305777	6305878	2	2	1	1	0	5
5	6768039	6768128	2	2	1	0	1	41
5	6768269	6768354	2	2	1	0	1	44
5	6768431	6768635	2	2	1	0	1	3
5	6806639	6806727	2	2	1	1	0	4
5	6806781	6807146	2	2	1	1	0	53
5	13585671	13586033	1	1	1	1	0	54
5	13586124	13586259	1	1	1	1	0	54
5	14682089	14682257	1	1	1	1	0	58
5	17194540	17195275	2	2	1	1	0	15
5	17242859	17243350	1	1	1	1	0	50
5	21633319	21633434	2	2	1	1	0	48
5	22944283	22944687	2	2	1	1	0	57
5	23499044	23499259	1	1	1	1	0	40
5	23499624	23500077	1	1	1	1	0	33
5	23876748	23876838	1	1	1	1	0	3
5	23877023	23877755	1	1	1	1	0	12
5	25100069	25100145	2	4	1	1	0	9
5	25100257	25100351	2	2	1	1	0	22
5	25244722	25244844	1	1	1	1	0	25
