index	description	sample(s)	function	code	message	code_level	kwargs	config
('ROOT', 'GLDS-251', 'STAR Alignments')	check_for_outliers	All samples	check_for_outliers	FlagCode.YELLOW	Outliers found in STAR multiQC module as follows: {'Atha_Ler-0_sl_FLT_0.09G_Rep1': {'STAR': {'uniquely_mapped_percent': 2.6422175622057003}}, 'Atha_Ler-0_sl_FLT_0.36G_Rep2': {'STAR': {'deletion_rate': 2.0295477342269757}}, 'Atha_Ler-0_sl_FLT_0.57G_Rep1': {'STAR': {'deletion_rate': 2.9959990362398212}}, 'Atha_Ler-0_sl_FLT_0.09G_Rep2': {'STAR': {'deletion_length': 3.605762975553845, 'insertion_rate': 3.434108828834034, 'insertion_length': 2.7537517242406433}}, 'Atha_Ler-0_sl_FLT_0.18G_Rep2': {'STAR': {'insertion_rate': 2.289405885889356}}, 'Atha_Ler-0_sl_FLT_uG_Rep1': {'STAR': {'insertion_length': 2.7537517242406433}}, 'Atha_Ler-0_sl_FLT_1G_Rep3': {'STAR': {'multimapped_percent': 3.045597373278077}}, 'Atha_Ler-0_sl_FLT_0.36G_Rep1': {'STAR': {'unmapped_tooshort_percent': -2.085341492294533}}}	30	{'dataset': Dataset(name='GLDS-251', type='bulkRNASeq', metadata={'has_ERCC': False, 'organism': 'Arabidopsis thaliana', 'paired_end': True, 'Factor Value[Spaceflight]': 'Space Flight'}), 'data_asset_keys': ['aligned log Final'], 'mqc_module': 'STAR', 'mqc_plot': 'general_stats', 'mqc_keys': ['uniquely_mapped_percent', 'avg_mapped_read_length', 'mismatch_rate', 'deletion_rate', 'deletion_length', 'insertion_rate', 'insertion_length', 'multimapped_percent', 'multimapped_toomany_percent', 'unmapped_mismatches_percent', 'unmapped_tooshort_percent', 'unmapped_other_percent'], 'thresholds': [{'code': 'YELLOW', 'stdev_threshold': 2, 'middle_fcn': 'median'}, {'code': 'RED', 'stdev_threshold': 4, 'middle_fcn': 'median'}]}	{'mqc_module': 'STAR', 'mqc_plot': 'general_stats', 'mqc_keys': ['uniquely_mapped_percent', 'avg_mapped_read_length', 'mismatch_rate', 'deletion_rate', 'deletion_length', 'insertion_rate', 'insertion_length', 'multimapped_percent', 'multimapped_toomany_percent', 'unmapped_mismatches_percent', 'unmapped_tooshort_percent', 'unmapped_other_percent'], 'thresholds': [{'code': 'YELLOW', 'stdev_threshold': 2, 'middle_fcn': 'median'}, {'code': 'RED', 'stdev_threshold': 4, 'middle_fcn': 'median'}]}
('ROOT', 'GLDS-251', 'STAR Alignments')	Check all samples are present in STAR multiQC report	All samples	check_sample_in_multiqc_report	FlagCode.GREEN	Found all query samples after reformatting multiQC sample names. Details: {'query samples': ['Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3'], 'original multiQC sample names': ['Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep1'], 'reformatted multiQC sample names': ['Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep1']}	20	{'samples': ['Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3'], 'multiqc_report_path': PosixPath('02-STAR_Alignment/align_multiqc_report')}	{}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'STAR Alignments By Sample')	check_bam_file_integrity	{'Atha_Ler-0_sl_FLT_uG_Rep1'}	check_bam_file_integrity	FlagCode.GREEN	Samtools quickcheck raised no issues	20	{'file': PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Aligned.toTranscriptome.out.bam'), 'samtools_bin': 'samtools'}	{'samtools_bin': 'samtools'}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'STAR Alignments By Sample')	check_bam_file_integrity	{'Atha_Ler-0_sl_FLT_uG_Rep1'}	check_bam_file_integrity	FlagCode.GREEN	Samtools quickcheck raised no issues	20	{'file': PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Aligned.sortedByCoord.out.bam'), 'samtools_bin': 'samtools'}	{'samtools_bin': 'samtools'}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'STAR Alignments By Sample')	Check that mapping rates are reasonable, specifically most reads map to the target genome	{'Atha_Ler-0_sl_FLT_uG_Rep1'}	check_thresholds	FlagCode.RED	Value: (19.729999999999997) breeched configured thresholds	50	{'multiqc_inputs': [PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Log.final.out')], 'mqc_key': 'STAR', 'stat_string': 'uniquely_mapped_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 70}, {'code': 'RED', 'type': 'lower', 'value': 50}]}	{'mqc_key': 'STAR', 'stat_string': 'uniquely_mapped_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 70}, {'code': 'RED', 'type': 'lower', 'value': 50}]}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'STAR Alignments By Sample')	Check that mapping rates are reasonable, specifically that a considerable amount of reads multimap to the target genome	{'Atha_Ler-0_sl_FLT_uG_Rep1'}	check_thresholds	FlagCode.RED	Value: (1.67) breeched configured thresholds	50	{'multiqc_inputs': [PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Log.final.out')], 'mqc_key': 'STAR', 'stat_string': 'multimapped_toomany_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 30}, {'code': 'RED', 'type': 'lower', 'value': 15}]}	{'mqc_key': 'STAR', 'stat_string': 'multimapped_toomany_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 30}, {'code': 'RED', 'type': 'lower', 'value': 15}]}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'STAR Alignments By Sample')	check_bam_file_integrity	{'Atha_Ler-0_sl_FLT_uG_Rep2'}	check_bam_file_integrity	FlagCode.GREEN	Samtools quickcheck raised no issues	20	{'file': PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Aligned.toTranscriptome.out.bam'), 'samtools_bin': 'samtools'}	{'samtools_bin': 'samtools'}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'STAR Alignments By Sample')	check_bam_file_integrity	{'Atha_Ler-0_sl_FLT_uG_Rep2'}	check_bam_file_integrity	FlagCode.GREEN	Samtools quickcheck raised no issues	20	{'file': PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Aligned.sortedByCoord.out.bam'), 'samtools_bin': 'samtools'}	{'samtools_bin': 'samtools'}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'STAR Alignments By Sample')	Check that mapping rates are reasonable, specifically most reads map to the target genome	{'Atha_Ler-0_sl_FLT_uG_Rep2'}	check_thresholds	FlagCode.RED	Value: (19.729999999999997) breeched configured thresholds	50	{'multiqc_inputs': [PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Log.final.out')], 'mqc_key': 'STAR', 'stat_string': 'uniquely_mapped_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 70}, {'code': 'RED', 'type': 'lower', 'value': 50}]}	{'mqc_key': 'STAR', 'stat_string': 'uniquely_mapped_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 70}, {'code': 'RED', 'type': 'lower', 'value': 50}]}
('ROOT', 'GLDS-251', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'STAR Alignments By Sample')	Check that mapping rates are reasonable, specifically that a considerable amount of reads multimap to the target genome	{'Atha_Ler-0_sl_FLT_uG_Rep2'}	check_thresholds	FlagCode.RED	Value: (1.67) breeched configured thresholds	50	{'multiqc_inputs': [PosixPath('02-STAR_Alignment/Atha_Ler-0_sl_FLT_1G_Rep3/Atha_Ler-0_sl_FLT_1G_Rep3_Log.final.out')], 'mqc_key': 'STAR', 'stat_string': 'multimapped_toomany_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 30}, {'code': 'RED', 'type': 'lower', 'value': 15}]}	{'mqc_key': 'STAR', 'stat_string': 'multimapped_toomany_percent + multimapped_percent', 'thresholds': [{'code': 'YELLOW', 'type': 'lower', 'value': 30}, {'code': 'RED', 'type': 'lower', 'value': 15}]}
