index	description	sample(s)	function	code	message	code_level	kwargs	config
('ROOT', 'GLDS-251', 'RSEM Counts')	check_for_outliers	All samples	check_for_outliers	FlagCode.YELLOW	Outliers found in Rsem multiQC module as follows: {'Atha_Ler-0_sl_FLT_0.09G_Rep1': {'Rsem': {'Unalignable': -2.59642297963187, 'Alignable': 2.1568625800908636, 'Total': -2.632506635397209, 'alignable_percent': 2.2669569697033047, 'Unique': 2.051035754302751}}, 'Atha_Ler-0_sl_FLT_1G_Rep3': {'Rsem': {'Multi': 3.995796110241593}}}	30	{'dataset': Dataset(name='GLDS-251', type='bulkRNASeq', metadata={'has_ERCC': False, 'organism': 'Arabidopsis thaliana', 'paired_end': True, 'Factor Value[Spaceflight]': 'Space Flight'}), 'data_asset_keys': ['sample counts stats directory'], 'mqc_module': 'Rsem', 'mqc_plot': 'general_stats', 'mqc_keys': ['Unalignable', 'Alignable', 'Filtered', 'Total', 'alignable_percent', 'Unique', 'Multi', 'Uncertain'], 'thresholds': [{'code': 'YELLOW', 'stdev_threshold': 2, 'middle_fcn': 'median'}, {'code': 'RED', 'stdev_threshold': 4, 'middle_fcn': 'median'}]}	{'mqc_module': 'Rsem', 'mqc_plot': 'general_stats', 'mqc_keys': ['Unalignable', 'Alignable', 'Filtered', 'Total', 'alignable_percent', 'Unique', 'Multi', 'Uncertain'], 'thresholds': [{'code': 'YELLOW', 'stdev_threshold': 2, 'middle_fcn': 'median'}, {'code': 'RED', 'stdev_threshold': 4, 'middle_fcn': 'median'}]}
('ROOT', 'GLDS-251', 'RSEM Counts')	Check all samples are present in RSEM multiQC report	All samples	check_sample_in_multiqc_report	FlagCode.GREEN	Found all query samples after reformatting multiQC sample names. Details: {'query samples': ['Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3'], 'original multiQC sample names': ['Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3'], 'reformatted multiQC sample names': ['Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3']}	20	{'samples': ['Atha_Ler-0_sl_FLT_uG_Rep1', 'Atha_Ler-0_sl_FLT_uG_Rep2', 'Atha_Ler-0_sl_FLT_uG_Rep3', 'Atha_Ler-0_sl_FLT_uG_Rep4', 'Atha_Ler-0_sl_FLT_0.09G_Rep1', 'Atha_Ler-0_sl_FLT_0.09G_Rep2', 'Atha_Ler-0_sl_FLT_0.09G_Rep3', 'Atha_Ler-0_sl_FLT_0.18G_Rep1', 'Atha_Ler-0_sl_FLT_0.18G_Rep2', 'Atha_Ler-0_sl_FLT_0.18G_Rep3', 'Atha_Ler-0_sl_FLT_0.36G_Rep1', 'Atha_Ler-0_sl_FLT_0.36G_Rep2', 'Atha_Ler-0_sl_FLT_0.36G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep1', 'Atha_Ler-0_sl_FLT_0.57G_Rep2', 'Atha_Ler-0_sl_FLT_0.57G_Rep3', 'Atha_Ler-0_sl_FLT_0.57G_Rep4', 'Atha_Ler-0_sl_FLT_1G_Rep1', 'Atha_Ler-0_sl_FLT_1G_Rep2', 'Atha_Ler-0_sl_FLT_1G_Rep3'], 'multiqc_report_path': PosixPath('03-RSEM_Counts/RSEM_count_multiqc_report')}	{}
('GLDS-251', 'Data Assets', 'RSEM counts MultiQC directory')	Check data asset for key 'RSEM counts MultiQC directory' exists	All samples	_load_asset	FlagCode.GREEN	Data asset located: RSEM_count_multiqc_report	20	{'asset': PosixPath('03-RSEM_Counts/RSEM_count_multiqc_report'), 'config': {'processed location': ['03-RSEM_Counts', 'RSEM_count_multiqc_report'], 'tags': ['processed'], 'resource categories': {'subcategory': None, 'subdirectory': None, 'publish to repo': False, 'include subdirectory in table': False, 'table order': -1}}}	{}
('GLDS-251', 'Data Assets', 'RSEM counts MultiQC directory ZIP')	Check data asset for key 'RSEM counts MultiQC directory ZIP' exists	All samples	_load_asset	FlagCode.GREEN	Data asset located: RSEM_count_multiqc_report.zip	20	{'asset': PosixPath('03-RSEM_Counts/RSEM_count_multiqc_report.zip'), 'config': {'processed location': ['03-RSEM_Counts', 'RSEM_count_multiqc_report.zip'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Multiqc Reports', 'publish to repo': True, 'include subdirectory in table': True, 'table order': 11}}}	{}
('GLDS-251', 'Data Assets', 'rsem number non-zero count genes table')	Check data asset for key 'rsem number non-zero count genes table' exists	All samples	_load_asset	FlagCode.GREEN	Data asset located: RSEM_NumNonZeroGenes.csv	20	{'asset': PosixPath('03-RSEM_Counts/RSEM_NumNonZeroGenes.csv'), 'config': {'processed location': ['03-RSEM_Counts', 'RSEM_NumNonZeroGenes.csv'], 'tags': ['processed'], 'resource categories': {'subcategory': None, 'subdirectory': None, 'publish to repo': False, 'include subdirectory in table': False, 'table order': -1}}}	{}
('GLDS-251', 'Data Assets', 'rsem unnormalized counts table')	Check data asset for key 'rsem unnormalized counts table' exists	All samples	_load_asset	FlagCode.GREEN	Data asset located: RSEM_Unnormalized_Counts.csv	20	{'asset': PosixPath('03-RSEM_Counts/RSEM_Unnormalized_Counts.csv'), 'config': {'processed location': ['03-RSEM_Counts', 'RSEM_Unnormalized_Counts.csv'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Tables', 'subdirectory': '', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 12}}}	{}
('Atha_Ler-0_sl_FLT_uG_Rep1', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Atha_Ler-0_sl_FLT_uG_Rep1'}	_load_asset	FlagCode.GREEN	Data asset located: Atha_Ler-0_sl_FLT_uG_Rep1.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Atha_Ler-0_sl_FLT_uG_Rep1.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Atha_Ler-0_sl_FLT_uG_Rep2', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Atha_Ler-0_sl_FLT_uG_Rep2'}	_load_asset	FlagCode.GREEN	Data asset located: Atha_Ler-0_sl_FLT_uG_Rep2.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Atha_Ler-0_sl_FLT_uG_Rep2.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Atha_Ler-0_sl_FLT_uG_Rep3', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Atha_Ler-0_sl_FLT_uG_Rep3'}	_load_asset	FlagCode.GREEN	Data asset located: Atha_Ler-0_sl_FLT_uG_Rep3.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Atha_Ler-0_sl_FLT_uG_Rep3.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Atha_Ler-0_sl_FLT_uG_Rep4', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Atha_Ler-0_sl_FLT_uG_Rep4'}	_load_asset	FlagCode.GREEN	Data asset located: Atha_Ler-0_sl_FLT_uG_Rep4.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Atha_Ler-0_sl_FLT_uG_Rep4.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
