1	3371688	3372031	1	1	1	1	0	11
1	8187462	8187538	2	2	1	1	0	7
1	9516235	9516318	1	1	1	1	0	15
1	16912690	16912769	2	2	1	1	0	6
1	18217065	18217160	1	1	1	1	0	14
1	20390085	20390198	1	1	1	1	0	21
1	26845513	26845637	1	1	1	1	0	19
1	28366251	28366345	1	1	1	0	1	1
2	14464248	14464332	1	1	1	0	1	2
2	19518284	19518395	1	1	1	1	0	7
2	19663865	19664220	1	1	1	2	0	5
3	2840419	2840560	1	1	1	1	0	13
3	5180937	5181019	2	2	1	1	0	15
3	9820163	9820252	1	1	1	1	0	19
3	18742695	18742903	2	2	1	1	0	22
3	22460559	22460642	2	2	1	1	0	5
4	7351605	7351689	2	2	1	1	0	12
4	13916209	13916301	2	2	1	1	0	7
5	8064887	8064975	2	2	1	1	0	11
5	15904179	15904266	1	1	1	1	0	22
5	18922040	18922114	1	1	1	2	0	20
