Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_read_dist	36	46	45	1165257	19	0.02	1001181	12	0.01	1620350	2	0.0	28603176	11	0.0	863962	1	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	1	41.30434782608695	26.08695652173913	4.3478260869565215	23.91304347826087	2.1739130434782608	2.1739130434782608	2.1739130434782608	0.0	0.0	0.0	2.1739130434782608	2705264	2916182	0	0	3139011	3155843	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_read_dist	28	36	33	1165257	20	0.02	1001181	4	0.0	1620350	0	0.0	28603176	8	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	3	55.55555555555556	11.11111111111111	0.0	22.22222222222222	0.0	2.7777777777777777	2.7777777777777777	0.0	0.0	0.0	8.333333333333332	2705264	2916182	0	1	3139011	3155843	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_read_dist	50	57	48	1165257	4	0.0	1001181	16	0.02	1620350	12	0.01	28603176	14	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	9	7.017543859649122	28.07017543859649	21.052631578947366	24.561403508771928	0.0	0.0	0.0	0.0	0.0	3.508771929824561	15.789473684210526	2705264	2916182	0	0	3139011	3155843	2	0
Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_read_dist	32	39	35	1165257	14	0.01	1001181	7	0.01	1620350	6	0.0	28603176	4	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	4	35.8974358974359	17.94871794871795	15.384615384615385	10.256410256410255	0.0	10.256410256410255	10.256410256410255	0.0	0.0	0.0	10.256410256410255	2705264	2916182	0	4	3139011	3155843	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_read_dist	44	53	49	1165257	11	0.01	1001181	6	0.01	1620350	9	0.01	28603176	19	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	4	20.754716981132077	11.320754716981133	16.9811320754717	35.84905660377358	0.0	3.7735849056603774	3.7735849056603774	0.0	0.0	3.7735849056603774	7.547169811320755	2705264	2916182	0	2	3139011	3155843	2	0
Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_read_dist	28	31	27	1165257	3	0.0	1001181	6	0.01	1620350	4	0.0	28603176	10	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	4	9.67741935483871	19.35483870967742	12.903225806451612	32.25806451612903	0.0	6.451612903225806	6.451612903225806	0.0	6.451612903225806	6.451612903225806	12.903225806451612	2705264	2916182	0	2	3139011	3155843	0	2
Mmus_BAL-TAL_LRTN_GC_Rep1_G6_read_dist	34	37	32	1165257	4	0.0	1001181	11	0.01	1620350	7	0.0	28603176	4	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	5	10.81081081081081	29.72972972972973	18.91891891891892	10.81081081081081	0.0	0.0	10.81081081081081	0.0	0.0	5.405405405405405	13.513513513513514	2705264	2916182	4	0	3139011	3155843	2	0
Mmus_BAL-TAL_LRTN_GC_Rep2_G8_read_dist	42	44	44	1165257	4	0.0	1001181	16	0.02	1620350	3	0.0	28603176	10	0.0	863962	1	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	0	9.090909090909092	36.36363636363637	6.8181818181818175	22.727272727272727	2.272727272727273	15.909090909090908	15.909090909090908	0.0	0.0	9.090909090909092	0.0	2705264	2916182	0	6	3139011	3155843	4	0
Mmus_BAL-TAL_LRTN_GC_Rep3_G9_read_dist	38	46	43	1165257	10	0.01	1001181	10	0.01	1620350	5	0.0	28603176	12	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	3	21.73913043478261	21.73913043478261	10.869565217391305	26.08695652173913	0.0	8.695652173913043	8.695652173913043	0.0	0.0	4.3478260869565215	6.521739130434782	2705264	2916182	0	4	3139011	3155843	2	0
Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_read_dist	36	38	36	1165257	4	0.0	1001181	10	0.01	1620350	14	0.01	28603176	4	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	2	10.526315789473683	26.31578947368421	36.84210526315789	10.526315789473683	0.0	5.263157894736842	5.263157894736842	0.0	5.263157894736842	5.263157894736842	5.263157894736842	2705264	2916182	0	2	3139011	3155843	0	2
Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_read_dist	42	47	42	1165257	0	0.0	1001181	4	0.0	1620350	4	0.0	28603176	24	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	5	0.0	8.51063829787234	8.51063829787234	51.06382978723404	0.0	12.76595744680851	12.76595744680851	0.0	8.51063829787234	8.51063829787234	10.638297872340425	2705264	2916182	0	6	3139011	3155843	0	4
Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_read_dist	40	45	38	1165257	12	0.01	1001181	4	0.0	1620350	6	0.0	28603176	14	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	7	26.666666666666668	8.88888888888889	13.333333333333334	31.11111111111111	0.0	4.444444444444445	4.444444444444445	0.0	0.0	0.0	15.555555555555555	2705264	2916182	0	2	3139011	3155843	0	0
Mmus_BAL-TAL_RRTN_GC_Rep4_G10_read_dist	38	44	41	1165257	10	0.01	1001181	8	0.01	1620350	4	0.0	28603176	5	0.0	863962	0	0.0	0.0	0.0	973642	0	0.0	0.0	0.0	3	22.727272727272727	18.181818181818183	9.090909090909092	11.363636363636363	0.0	13.636363636363635	13.636363636363635	0.0	0.0	18.181818181818183	6.8181818181818175	2705264	2916182	0	6	3139011	3155843	8	0
