19	3053279	3059879	-
19	3059992	3069366	-
19	3068150	3069366	-
19	3069441	3072687	-
19	3072954	3075713	-
19	3072954	3196944	-
19	3075886	3196944	-
19	3146266	3147632	-
19	3146266	3153930	-
19	3146266	3159940	-
19	3147683	3150763	-
19	3150007	3153930	-
19	3151022	3151506	-
19	3151700	3152027	-
19	3152095	3153930	-
19	3153402	3153930	-
19	3154010	3159929	-
19	3154010	3196944	-
19	3197030	3197604	-
19	3261636	3261974	-
19	3261636	3264810	-
19	3262145	3264810	-
19	3265666	3266335	-
19	3266460	3267241	-
19	3267337	3268297	-
19	3268417	3268659	-
19	3268843	3271525	-
19	3271701	3272887	-
19	3273036	3274355	-
19	3274557	3276755	-
19	3276920	3279532	-
19	3276920	3279806	-
19	3279631	3279806	-
19	3279997	3281418	-
19	3281589	3282700	-
19	3283172	3284759	+
19	3284818	3285309	+
19	3284834	3285309	+
19	3285396	3286874	+
19	3287039	3287702	+
19	3287756	3288983	+
19	3289088	3290976	+
19	3289088	3292435	+
19	3322699	3349188	+
19	3323375	3349188	+
19	3333816	3349188	+
19	3341873	3349188	+
19	3349343	3352484	+
19	3352625	3356316	+
19	3356489	3358175	+
19	3358278	3362084	+
19	3362223	3364477	+
19	3362227	3364482	+
19	3364556	3365674	+
19	3365783	3366329	+
19	3366418	3368854	+
19	3369051	3370706	+
19	3370896	3371571	+
19	3371678	3375092	+
19	3375210	3376410	+
19	3376576	3378367	+
19	3378503	3380016	+
19	3380170	3381609	+
19	3381724	3381931	+
19	3382025	3383754	+
19	3389334	3392102	+
19	3389870	3391075	+
19	3389870	3392102	+
19	3391145	3392102	+
19	3392262	3393924	+
19	3394046	3395919	+
19	3395994	3396962	+
19	3397055	3402485	+
19	3402577	3404048	+
19	3404187	3404932	+
19	3405109	3406917	+
19	3410164	3411128	-
19	3410166	3411128	-
19	3411207	3411557	-
19	3411648	3413294	-
19	3413350	3414031	-
19	3414113	3414311	-
19	3457052	3459360	-
19	3459481	3459746	-
19	3459481	3464544	-
19	3459765	3464544	-
19	3464696	3466492	-
19	3466600	3467140	-
19	3467295	3469640	-
19	3469763	3470970	-
19	3471102	3471978	-
19	3472034	3473768	-
19	3473816	3478277	-
19	3473816	3484830	-
19	3473867	3478277	-
19	3473867	3484830	-
19	3478365	3484830	-
19	3484917	3486975	-
19	3486591	3487984	+
19	3487092	3490773	-
19	3490839	3492365	-
19	3492516	3493885	-
19	3494039	3496521	-
19	3496652	3507241	-
19	3507356	3511928	-
19	3512042	3514653	-
19	3514720	3518244	-
19	3518383	3521733	-
19	3521921	3526701	-
19	3526930	3544107	-
19	3526935	3527570	-
19	3526935	3544107	-
19	3526935	3575640	-
19	3527242	3528056	+
19	3527676	3544107	-
19	3544256	3575640	-
19	3585292	3586382	-
19	3586481	3590973	-
19	3591114	3591615	-
19	3591853	3593515	-
19	3593627	3597243	-
19	3597481	3600672	-
19	3600799	3602234	-
19	3602445	3604001	-
19	3604193	3605285	-
19	3605495	3610038	-
19	3610210	3612197	-
19	3610239	3612197	-
19	3612522	3614225	-
19	3614411	3615652	-
19	3615880	3620014	-
19	3620305	3622509	-
19	3622727	3628272	-
19	3628445	3630073	-
19	3630471	3647527	-
19	3647660	3649403	-
19	3649601	3651842	-
19	3649601	3652132	-
19	3651956	3652132	-
19	3652331	3659243	-
19	3659641	3686354	-
19	3690001	3706645	-
19	3706786	3708060	-
19	3708437	3714046	+
19	3708437	3714403	+
19	3708437	3714406	+
19	3708437	3715637	+
19	3708509	3714046	+
19	3708509	3714403	+
19	3713372	3719519	-
19	3714626	3715637	+
19	3715803	3716490	+
19	3740387	3742007	-
19	3767731	3768021	+
19	3768228	3786388	+
19	3768341	3769952	+
19	3768341	3782219	+
19	3768341	3786388	+
19	3768341	3793067	+
19	3768703	3782219	+
19	3770107	3777461	+
19	3777513	3782219	+
19	3782280	3782755	+
19	3782280	3786388	+
19	3782853	3786388	+
19	3786628	3793067	+
19	3793216	3796639	+
19	3793216	3802074	+
19	3796709	3802074	+
19	3799542	3803465	-
19	3802241	3802787	+
19	3802898	3804394	+
19	3802898	3804447	+
19	3803545	3852339	-
19	3804562	3804813	+
19	3804834	3804916	+
19	3805054	3807224	+
19	3807422	3808632	+
19	3807422	3814114	+
19	3852414	3864647	+
19	3863782	3867505	-
19	3864760	3871002	+
19	3864760	3875734	+
19	3864760	3882009	+
19	3864760	3884471	+
19	3871063	3875734	+
19	3874799	3875734	+
19	3875472	3875734	+
19	3875789	3881997	+
19	3875789	3884471	+
19	3882121	3884471	+
19	3884586	3885859	+
19	3885994	3886361	+
19	3886467	3887388	+
19	3887448	3889022	+
19	3889111	3889879	+
19	3889989	3892106	+
19	3892214	3892709	+
19	3892792	3893347	+
19	3896193	3896269	-
19	3896448	3896603	-
19	3896722	3896794	-
19	3896903	3897037	-
19	3897170	3897467	-
19	3897170	3897757	-
19	3897682	3897757	-
19	3897877	3898547	-
19	3898639	3898717	-
19	3898639	3898979	-
19	3898876	3898979	-
19	3899120	3901890	-
19	3899120	3902343	-
