N_unmapped	557	557	557
N_multimapping	8	8	8
N_noFeature	12	31	12
N_ambiguous	0	0	0
ENSMUSG00000077223	0	0	0
ENSMUSG00000044387	0	0	0
ENSMUSG00000033863	0	0	0
ENSMUSG00000080626	0	0	0
ENSMUSG00000006456	0	0	0
ENSMUSG00000095913	0	0	0
ENSMUSG00000025075	0	0	0
ENSMUSG00000034108	0	0	0
ENSMUSG00000067872	0	0	0
ENSMUSG00000083282	0	0	0
ENSMUSG00000006457	0	0	0
ENSMUSG00000024943	0	0	0
ENSMUSG00000117837	0	0	0
ENSMUSG00000118919	0	0	0
ENSMUSG00000006463	0	0	0
ENSMUSG00000033207	0	0	0
ENSMUSG00000118092	0	0	0
ENSMUSG00000117850	0	0	0
ENSMUSG00000033053	0	0	0
ENSMUSG00000117944	0	0	0
ENSMUSG00000044424	0	0	0
ENSMUSG00000088027	0	0	0
ENSMUSG00000098010	0	0	0
ENSMUSG00000051255	0	0	0
ENSMUSG00000074925	0	0	0
ENSMUSG00000117685	0	0	0
ENSMUSG00000006464	0	0	0
ENSMUSG00002074886	0	0	0
ENSMUSG00000024897	0	0	0
ENSMUSG00000118287	0	0	0
ENSMUSG00000118340	0	0	0
ENSMUSG00000071604	0	0	0
ENSMUSG00000117820	0	0	0
ENSMUSG00000096796	0	0	0
ENSMUSG00000063904	0	0	0
ENSMUSG00000024812	0	0	0
ENSMUSG00000118277	0	0	0
ENSMUSG00000118371	0	0	0
ENSMUSG00000024901	0	0	0
ENSMUSG00000059363	0	0	0
ENSMUSG00000082107	0	0	0
ENSMUSG00000024902	0	0	0
ENSMUSG00000045903	0	0	0
ENSMUSG00000118364	0	0	0
ENSMUSG00000117723	0	0	0
ENSMUSG00000024867	0	0	0
ENSMUSG00000085003	0	0	0
ENSMUSG00000074922	0	0	0
ENSMUSG00000048572	0	0	0
ENSMUSG00000041731	0	0	0
ENSMUSG00000097950	0	0	0
ENSMUSG00000117934	0	0	0
ENSMUSG00000058927	1	0	1
ENSMUSG00000051490	0	0	0
ENSMUSG00000049134	0	0	0
ENSMUSG00000024891	0	0	0
ENSMUSG00000090990	0	0	0
ENSMUSG00000047379	0	0	0
ENSMUSG00000024878	0	0	0
ENSMUSG00000117789	0	0	0
ENSMUSG00000119558	0	0	0
ENSMUSG00002075381	0	0	0
ENSMUSG00000025076	0	0	0
ENSMUSG00000080268	0	0	0
ENSMUSG00000052085	0	0	0
ENSMUSG00000024883	0	0	0
ENSMUSG00000065634	0	0	0
ENSMUSG00000056481	0	0	0
ENSMUSG00000061451	0	0	0
ENSMUSG00000117893	0	0	0
ENSMUSG00000032702	0	0	0
ENSMUSG00000118238	0	0	0
ENSMUSG00000064843	0	0	0
ENSMUSG00000117720	0	0	0
ENSMUSG00000024837	0	0	0
ENSMUSG00000042372	0	0	0
ENSMUSG00000048138	0	0	0
ENSMUSG00000098105	0	0	0
ENSMUSG00000118016	0	0	0
ENSMUSG00000117950	0	0	0
ENSMUSG00000084589	0	0	0
ENSMUSG00000024875	0	0	0
ENSMUSG00000118005	0	0	0
ENSMUSG00000117707	0	0	0
ENSMUSG00000118001	0	0	0
ENSMUSG00000117803	0	0	0
ENSMUSG00000025078	0	0	0
ENSMUSG00000114682	0	0	0
ENSMUSG00000117890	0	0	0
ENSMUSG00000035283	0	0	0
ENSMUSG00000024873	0	0	0
ENSMUSG00000067063	0	0	0
ENSMUSG00000035173	0	0	0
ENSMUSG00000024870	0	0	0
ENSMUSG00000024862	0	0	0
ENSMUSG00000117710	0	0	0
ENSMUSG00000117729	0	0	0
ENSMUSG00000024855	0	0	0
ENSMUSG00002076406	0	0	0
ENSMUSG00000118104	0	0	0
ENSMUSG00000024853	0	0	0
ENSMUSG00000118243	0	0	0
ENSMUSG00000047658	0	0	0
ENSMUSG00000118009	0	0	0
ENSMUSG00000117807	0	0	0
ENSMUSG00000038498	0	0	0
ENSMUSG00000024846	0	0	0
ENSMUSG00000118610	0	0	0
ENSMUSG00000025081	0	0	0
ENSMUSG00000024844	0	0	0
ENSMUSG00000024841	0	0	0
ENSMUSG00000025082	0	0	0
ENSMUSG00000039148	0	0	0
ENSMUSG00000117959	0	0	0
ENSMUSG00000039330	0	0	0
ENSMUSG00000051133	0	0	0
ENSMUSG00000024914	0	0	0
ENSMUSG00000047423	0	0	0
ENSMUSG00002076078	0	0	0
ENSMUSG00000117771	0	0	0
ENSMUSG00000117845	0	0	0
ENSMUSG00000024912	0	0	0
ENSMUSG00000095098	0	0	0
ENSMUSG00000025083	0	0	0
ENSMUSG00000024911	0	0	0
ENSMUSG00000024910	0	0	0
ENSMUSG00000024909	0	0	0
ENSMUSG00000024906	0	0	0
ENSMUSG00000117966	0	0	0
ENSMUSG00000056201	0	0	0
ENSMUSG00000056185	0	0	0
ENSMUSG00000100937	0	0	0
ENSMUSG00000024922	0	0	0
ENSMUSG00000117861	0	0	0
ENSMUSG00000049562	0	0	0
ENSMUSG00000024925	0	0	0
ENSMUSG00000024921	0	0	0
ENSMUSG00000093628	0	0	0
ENSMUSG00000093772	0	0	0
ENSMUSG00000118331	0	0	0
ENSMUSG00000074913	0	0	0
ENSMUSG00000118313	0	0	0
ENSMUSG00000118209	0	0	0
ENSMUSG00000118020	0	0	0
ENSMUSG00000024926	0	0	0
ENSMUSG00000024927	0	0	0
ENSMUSG00000024924	0	0	0
ENSMUSG00000047298	0	0	0
ENSMUSG00000117752	0	0	0
ENSMUSG00000117705	0	0	0
ENSMUSG00000041360	0	0	0
ENSMUSG00000118072	0	0	0
ENSMUSG00000088266	0	0	0
ENSMUSG00000040929	0	0	0
ENSMUSG00000025085	0	0	0
ENSMUSG00000092617	0	0	0
ENSMUSG00000092182	0	0	0
ENSMUSG00000117788	0	0	0
ENSMUSG00000101084	0	0	0
ENSMUSG00000117862	0	0	0
ENSMUSG00000117684	0	0	0
ENSMUSG00000117670	0	0	0
ENSMUSG00000033478	0	0	0
ENSMUSG00000117927	0	0	0
ENSMUSG00000052942	0	0	0
ENSMUSG00000089952	0	0	0
ENSMUSG00000025086	0	0	0
ENSMUSG00000097735	0	0	0
ENSMUSG00000067351	0	0	0
ENSMUSG00000090737	0	0	0
ENSMUSG00000056917	0	0	0
ENSMUSG00000098069	0	0	0
ENSMUSG00000118178	0	0	0
ENSMUSG00000118248	0	0	0
ENSMUSG00000117770	0	0	0
ENSMUSG00000117978	0	0	0
ENSMUSG00000024935	0	0	0
ENSMUSG00000089993	1	0	1
ENSMUSG00000054843	0	0	0
ENSMUSG00000093757	0	0	0
ENSMUSG00000117871	0	0	0
ENSMUSG00000087002	0	0	0
ENSMUSG00000064202	0	0	0
ENSMUSG00000040105	0	0	0
ENSMUSG00000118165	0	0	0
ENSMUSG00000025089	0	0	0
ENSMUSG00000118253	0	0	0
ENSMUSG00000025090	0	0	0
ENSMUSG00000100001	0	0	0
ENSMUSG00000046008	0	0	0
ENSMUSG00000118223	0	0	0
ENSMUSG00000101088	0	0	0
ENSMUSG00000024780	0	0	0
ENSMUSG00000042179	0	0	0
ENSMUSG00000054874	0	0	0
ENSMUSG00000063754	0	0	0
ENSMUSG00000025091	0	0	0
ENSMUSG00000024782	0	0	0
ENSMUSG00000100075	0	0	0
ENSMUSG00000098568	0	0	0
ENSMUSG00000118320	0	0	0
ENSMUSG00000026931	0	0	0
ENSMUSG00002076056	0	0	0
ENSMUSG00000091410	0	0	0
ENSMUSG00000024785	1	0	1
ENSMUSG00000004054	0	0	0
ENSMUSG00000065556	0	0	0
ENSMUSG00000118077	0	0	0
ENSMUSG00000068466	0	0	0
ENSMUSG00000024936	0	0	0
ENSMUSG00000025092	0	0	0
ENSMUSG00000092813	0	0	0
ENSMUSG00000048029	0	0	0
ENSMUSG00000024789	0	0	0
ENSMUSG00000050957	0	0	0
ENSMUSG00000039097	0	0	0
ENSMUSG00000041362	0	0	0
