5	1038764	1038848	2	2	1	1	0	41
5	1038907	1039025	2	2	1	1	0	26
5	1388577	1389189	1	1	1	1	0	38
5	1922379	1922879	2	2	1	1	0	39
5	2827746	2827841	1	1	1	2	0	59
5	7304121	7304216	2	2	1	1	0	32
5	9209872	9209964	1	1	1	1	0	44
5	10372996	10373082	2	2	1	1	0	7
5	20056506	20056596	1	1	1	1	0	2
5	20056726	20056805	1	1	1	1	0	25
5	22038550	22038647	1	1	1	1	0	43
5	23511549	23511711	1	1	1	1	0	29
5	24297979	24298461	1	1	1	1	0	26
5	24298624	24298727	1	1	1	1	0	32
5	26255327	26255438	1	1	1	1	0	26
5	26302411	26302486	2	2	1	1	0	58
5	26302545	26302647	2	2	1	1	0	4
5	26302763	26302829	2	2	1	1	0	48
5	26302905	26302972	2	2	1	1	0	2
5	26513938	26514071	2	2	1	1	0	29
5	26514165	26514299	2	2	1	1	0	17
5	26514405	26514549	2	2	1	1	0	3
