Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_read_dist	36	46	45	1169802	19	0.02	1045414	12	0.01	1658717	2	0.0	28945478	11	0.0	854805	1	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	1	41.30434782608695	26.08695652173913	4.3478260869565215	23.91304347826087	2.1739130434782608	2.1739130434782608	2.1739130434782608	0.0	0.0	0.0	2.1739130434782608	2667756	2909336	0	0	3143463	3200731	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_read_dist	28	36	33	1169802	20	0.02	1045414	4	0.0	1658717	0	0.0	28945478	8	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	3	55.55555555555556	11.11111111111111	0.0	22.22222222222222	0.0	2.7777777777777777	2.7777777777777777	0.0	0.0	0.0	8.333333333333332	2667756	2909336	0	1	3143463	3200731	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_read_dist	50	57	48	1169802	4	0.0	1045414	16	0.02	1658717	12	0.01	28945478	14	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	9	7.017543859649122	28.07017543859649	21.052631578947366	24.561403508771928	0.0	0.0	0.0	0.0	0.0	3.508771929824561	15.789473684210526	2667756	2909336	0	0	3143463	3200731	2	0
Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_read_dist	32	39	35	1169802	14	0.01	1045414	7	0.01	1658717	6	0.0	28945478	4	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	4	35.8974358974359	17.94871794871795	15.384615384615385	10.256410256410255	0.0	10.256410256410255	10.256410256410255	0.0	0.0	0.0	10.256410256410255	2667756	2909336	0	4	3143463	3200731	0	0
Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_read_dist	44	53	49	1169802	11	0.01	1045414	6	0.01	1658717	9	0.01	28945478	19	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	4	20.754716981132077	11.320754716981133	16.9811320754717	35.84905660377358	0.0	3.7735849056603774	3.7735849056603774	0.0	0.0	3.7735849056603774	7.547169811320755	2667756	2909336	0	2	3143463	3200731	2	0
Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_read_dist	28	31	31	1169802	3	0.0	1045414	6	0.01	1658717	4	0.0	28945478	12	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	0	9.67741935483871	19.35483870967742	12.903225806451612	38.70967741935484	0.0	6.451612903225806	6.451612903225806	0.0	6.451612903225806	12.903225806451612	0.0	2667756	2909336	0	2	3143463	3200731	2	2
Mmus_BAL-TAL_LRTN_GC_Rep1_G6_read_dist	34	37	32	1169802	4	0.0	1045414	11	0.01	1658717	7	0.0	28945478	4	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	5	10.81081081081081	29.72972972972973	18.91891891891892	10.81081081081081	0.0	0.0	10.81081081081081	0.0	0.0	5.405405405405405	13.513513513513514	2667756	2909336	4	0	3143463	3200731	2	0
Mmus_BAL-TAL_LRTN_GC_Rep2_G8_read_dist	42	44	44	1169802	4	0.0	1045414	16	0.02	1658717	3	0.0	28945478	10	0.0	854805	1	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	0	9.090909090909092	36.36363636363637	6.8181818181818175	22.727272727272727	2.272727272727273	15.909090909090908	15.909090909090908	0.0	0.0	9.090909090909092	0.0	2667756	2909336	0	6	3143463	3200731	4	0
Mmus_BAL-TAL_LRTN_GC_Rep3_G9_read_dist	38	46	43	1169802	10	0.01	1045414	10	0.01	1658717	5	0.0	28945478	12	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	3	21.73913043478261	21.73913043478261	10.869565217391305	26.08695652173913	0.0	8.695652173913043	8.695652173913043	0.0	0.0	4.3478260869565215	6.521739130434782	2667756	2909336	0	4	3143463	3200731	2	0
Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_read_dist	36	38	36	1169802	4	0.0	1045414	10	0.01	1658717	14	0.01	28945478	4	0.0	854805	0	0.0	0.0	0.0	989960	0	0.0	0.0	0.0	2	10.526315789473683	26.31578947368421	36.84210526315789	10.526315789473683	0.0	5.263157894736842	5.263157894736842	0.0	5.263157894736842	5.263157894736842	5.263157894736842	2667756	2909336	0	2	3143463	3200731	0	2
