1	21770183	21770524	2	2	1	0	1	12
1	21806441	21806782	2	2	1	0	1	12
1	21842699	21843040	2	2	1	0	1	12
1	27738543	27738643	1	1	1	1	0	19
3	2843155	2843568	2	2	1	1	0	23
3	7443960	7444075	2	2	1	1	0	19
3	16622362	16622449	2	2	1	0	1	1
3	17718837	17718928	2	2	1	0	1	20
3	22219193	22219278	1	1	1	1	0	24
3	23053073	23053156	1	1	1	1	0	8
4	12663870	12663939	2	2	1	1	0	18
4	13941060	13941139	1	1	1	1	0	7
4	16698690	16699220	1	1	1	1	0	21
5	9782356	9782461	2	2	1	1	0	13
5	18077051	18077141	2	2	1	0	1	1
5	22364236	22364393	2	2	1	1	0	3
5	23116410	23116494	2	2	1	1	0	24
