5	1368928	1369013	2	2	1	1	0	38
5	1478262	1478434	1	1	1	0	1	1
5	1478734	1478857	1	1	1	0	1	55
5	1613827	1613912	1	1	1	1	0	34
5	1692287	1692512	2	2	1	1	0	31
5	2202810	2202917	1	1	1	1	0	22
5	2203099	2203185	1	1	1	1	0	18
5	5889357	5889894	2	2	1	0	1	1
5	6022182	6022252	2	2	1	1	0	50
5	6642969	6643065	2	2	1	1	0	49
5	6943886	6944306	2	2	1	1	0	28
5	8649982	8650058	2	2	1	1	0	44
5	15381443	15381582	2	2	1	1	0	33
5	16424090	16424472	1	1	1	1	0	58
5	19345841	19345946	1	1	1	1	0	20
5	19346034	19346096	1	1	1	1	0	44
5	23629787	23629873	1	1	1	1	0	35
5	23629951	23630051	1	1	1	1	0	12
5	24889014	24889295	1	1	1	1	0	5
5	25365522	25365609	2	2	1	1	0	51
5	25540424	25540511	1	1	1	1	0	20
5	26174410	26174496	1	1	1	1	0	29
5	26255005	26255099	1	1	1	1	0	58
5	26518721	26518802	2	2	1	0	1	21
