9385	49
3103278	3109878	2	0	3	2
3109991	3119365	2	2	1	2
3118149	3119365	2	0	1	2
3119440	3122686	2	2	1	2
3122953	3125712	2	2	2	2
3122953	3246943	2	2	0	2
3125885	3246943	2	2	0	2
3196265	3197631	2	2	0	2
3196265	3203929	2	2	1	2
3196265	3209939	2	2	2	2
3197682	3200762	2	2	3	2
3200006	3203929	2	0	1	2
3201021	3201505	4	0	2	2
3201699	3202026	2	0	3	2
3202094	3203929	2	1	1	2
3203401	3203929	2	0	1	2
3204009	3209928	2	0	1	2
3204009	3246943	2	0	0	2
3247029	3247603	2	2	0	2
3311635	3311973	2	0	0	2
3311635	3314809	2	0	2	2
3312144	3314809	2	2	2	2
3315665	3316334	2	2	2	2
3316459	3317240	2	3	5	2
3317336	3318296	2	1	1	2
3318416	3318658	2	1	0	2
3318842	3321524	2	1	4	2
3321700	3322886	2	3	3	2
3323035	3324354	2	1	0	2
3324556	3326754	2	2	2	2
3326919	3329531	2	0	0	2
3326919	3329805	2	0	0	2
3329630	3329805	2	0	0	2
3329996	3331417	2	2	1	2
3331588	3332699	2	2	2	2
3333171	3334758	1	3	0	1
3334817	3335308	1	1	0	1
3334833	3335308	1	0	0	1
3335395	3336873	1	1	0	1
3337038	3337701	1	2	2	1
3337755	3338982	1	1	0	1
3339087	3340975	1	0	0	1
3339087	3342434	1	0	0	1
3372698	3399187	3	3	1	1
3373374	3399187	1	1	2	1
3383815	3399187	1	1	2	1
3391872	3399187	1	0	2	1
3399342	3402483	1	2	0	1
3402624	3406315	1	0	0	1
3406488	3408174	1	1	1	1
3408277	3412083	1	1	0	1
3412222	3414476	1	0	2	1
3412226	3414481	1	0	0	1
3414555	3415673	1	1	1	1
3415782	3416328	1	0	0	1
3416417	3418853	1	3	0	1
3419050	3420705	1	4	0	1
3420895	3421570	1	2	2	1
3421677	3425091	1	2	0	1
3425209	3426409	1	0	0	1
3426575	3428366	1	2	1	1
3428502	3430015	1	1	1	1
3430169	3431608	1	2	3	1
3431723	3431930	1	1	2	1
3432024	3433753	1	0	1	1
3439333	3442101	1	0	2	1
3439869	3441074	1	2	1	1
3439869	3442101	1	3	2	1
3441144	3442101	1	0	2	1
3442261	3443923	1	1	2	1
3444045	3445918	1	3	0	1
3445993	3446961	1	3	2	1
3447054	3452484	1	1	3	1
3452576	3454047	1	2	1	1
3454186	3454931	3	2	2	1
3455108	3456916	1	2	1	1
3460163	3461127	2	1	2	2
3460165	3461127	2	0	2	2
3461206	3461556	2	1	2	2
3461647	3463293	2	0	0	2
3463349	3464030	2	1	0	2
3464112	3464310	2	0	2	2
3507051	3509359	2	1	2	2
3509480	3509745	2	0	1	2
3509480	3514543	2	0	2	2
3509764	3514543	2	0	2	2
3514695	3516491	2	0	1	2
3516599	3517139	2	0	2	2
3517294	3519639	2	0	0	2
3519762	3520969	2	0	2	2
3521101	3521977	2	1	0	2
3522033	3523767	2	0	0	2
3523815	3528276	2	0	0	2
3523815	3534829	2	0	0	2
3523866	3528276	2	1	0	2
3523866	3534829	2	1	0	2
3528364	3534829	2	2	0	2
3534916	3536974	2	0	4	2
3536590	3537983	3	2	4	1
3537091	3540772	2	1	0	2
3540838	3542364	2	0	0	2
3542515	3543884	2	1	1	2
3544038	3546520	2	0	2	2
3546651	3557240	2	2	0	2
3557355	3561927	2	1	0	2
3562041	3564652	2	0	0	2
3564719	3568243	2	0	0	2
3568382	3571732	2	0	2	2
3571920	3576700	2	3	0	2
3576929	3594106	2	0	2	2
3576934	3577569	2	0	0	2
3576934	3594106	2	0	2	2
3576934	3625639	2	0	2	2
3577241	3578055	3	6	1	1
3577675	3594106	2	0	2	2
3594255	3625639	2	1	3	2
3635291	3636381	2	1	2	2
3636480	3640972	2	0	1	2
3641113	3641614	2	1	3	2
3641852	3643514	2	0	1	2
3643626	3647242	2	0	1	2
3647480	3650671	2	0	1	2
3650798	3652233	2	0	0	2
3652444	3654000	2	1	1	2
3654192	3655284	2	3	1	2
3655494	3660037	4	0	3	2
3660209	3662196	2	0	0	2
3660238	3662196	2	0	0	2
3662521	3664224	2	2	1	2
3664410	3665651	2	0	1	2
3665879	3670013	2	0	2	2
3670304	3672508	2	1	1	2
3672726	3678271	2	4	2	2
3678444	3680072	2	0	1	2
3680470	3697526	2	1	4	2
3697659	3699402	2	0	0	2
3699600	3701841	2	1	2	2
3699600	3702131	2	1	1	2
3701955	3702131	2	0	1	2
3702330	3709242	2	3	1	2
3709640	3736353	2	0	1	2
3740000	3756644	2	1	3	2
3756785	3758059	2	3	2	2
3758436	3764045	1	1	1	1
3758436	3764402	1	1	0	1
3758436	3764405	1	1	0	1
3758436	3765636	1	1	0	1
3758508	3764045	1	2	1	1
3758508	3764402	1	2	0	1
3763371	3769518	2	0	3	2
3764625	3765636	1	1	0	1
3765802	3766489	1	0	1	1
3790386	3792006	4	6	2	2
3817730	3818020	1	1	0	1
3818227	3836387	1	2	1	1
3818340	3819951	1	2	0	1
3818340	3832218	1	2	3	1
3818340	3836387	1	2	1	1
3818340	3843066	1	2	2	1
3818702	3832218	1	0	2	1
3820106	3827460	1	0	0	1
3827512	3832218	3	2	1	1
3832279	3832754	1	2	0	1
3832279	3836387	1	2	1	1
3832852	3836387	1	0	1	1
3836627	3843066	1	0	2	1
3843215	3846638	1	3	0	1
3843215	3852073	1	2	0	1
3846708	3852073	1	2	0	1
3849541	3853464	2	1	2	2
3852240	3852786	1	0	2	1
3852897	3854393	1	1	1	1
3852897	3854446	1	1	0	1
3853544	3902338	2	3	2	2
3854561	3854812	1	1	0	1
3854833	3854915	1	2	0	1
3855053	3857223	1	2	0	1
3857418	3858628	0	3	0	1
3857421	3864113	1	0	0	1
3902413	3914646	1	3	1	1
3913781	3917504	4	3	4	2
3914759	3921001	1	1	1	1
3914759	3925733	1	1	0	1
3914759	3932008	1	1	1	1
3914759	3934470	1	1	1	1
3921062	3925733	1	1	0	1
3924798	3925733	1	2	0	1
3925471	3925733	1	2	0	1
3925788	3931996	1	0	0	1
3925788	3934470	1	0	1	1
3932120	3934470	1	2	1	1
3934585	3935858	1	1	0	1
3935993	3936360	1	0	0	1
3936466	3937387	1	2	2	1
3937447	3939021	1	2	4	1
3939110	3939878	1	3	1	1
3939988	3942105	1	2	0	1
3942213	3942708	1	3	0	1
3942791	3943346	1	1	1	1
3946192	3946268	2	1	1	2
3946447	3946602	2	0	0	2
3946721	3946793	2	0	2	2
3946902	3947036	2	1	3	2
3947169	3947466	2	1	3	2
3947169	3947756	2	1	0	2
3947681	3947756	2	1	0	2
3947876	3948546	2	0	1	2
3948638	3948716	2	0	2	2
3948638	3948978	2	0	2	2
3948875	3948978	2	0	2	2
3949119	3951889	2	0	1	2
3949119	3952342	2	0	0	2
3952035	3952342	2	0	0	2
3952556	3952629	2	2	0	2
3952724	3952880	2	0	1	2
3952964	3953044	2	1	1	2
3953172	3953338	2	0	0	2
3953428	3953507	2	2	1	2
3953729	3954215	2	0	0	2
3954295	3954583	2	0	0	2
3954295	3954612	2	0	1	2
3954705	3955073	2	1	1	2
3954705	3956106	2	1	0	2
3954705	3956522	2	1	3	2
3954705	3957017	2	1	1	2
3959074	3959151	2	1	2	2
3959281	3960896	2	1	3	2
3961070	3961159	2	1	2	2
3961256	3961564	2	0	0	2
3961597	3961687	2	0	2	2
3961616	3961687	2	1	3	2
3961746	3962201	2	0	1	2
3961746	3962465	2	0	1	2
3961746	3962468	2	0	0	2
3961746	3962708	2	0	2	2
3964084	3965292	2	1	1	2
3965393	3968040	2	2	4	2
3968208	3968601	2	0	1	2
3968989	3970795	2	1	3	2
3969624	3970795	2	1	3	2
3970878	3971181	2	0	3	2
3971268	3971471	2	1	4	2
3971593	3971695	2	1	1	2
3971807	3973737	2	0	2	2
3973901	3979694	2	1	4	2
3985352	3985760	1	0	0	1
3985903	3986267	1	1	1	1
3986422	3991518	1	3	2	1
3986422	3991883	1	3	1	1
3991681	3991883	1	4	1	1
3992017	3992347	1	0	0	1
3992442	3992692	1	1	2	1
3992818	3993527	1	1	3	1
3993711	3994021	1	1	1	1
3993711	3997005	1	1	0	1
3994296	3997005	1	0	0	1
3997125	3998626	1	2	1	1
4008913	4013837	1	1	1	1
4014001	4014466	1	2	0	1
4014001	4014470	1	2	1	1
4014578	4014815	1	1	0	1
4014937	4015054	1	4	1	1
4015141	4015252	1	2	0	1
4015335	4015631	1	3	1	1
4016019	4016370	1	1	0	1
4016019	4018440	1	1	2	1
4016538	4018440	1	2	2	1
4018541	4019761	1	1	1	1
4022613	4027497	1	1	1	1
4027661	4028059	1	2	0	1
4028171	4028412	1	1	0	1
4028534	4028651	1	4	1	1
4028738	4028849	1	2	0	1
4028932	4029228	1	3	1	1
4029616	4030004	1	1	0	1
4030172	4030690	1	3	4	1
4030791	4031006	1	1	1	1
4036611	4036821	1	3	0	1
4036611	4036826	1	2	2	1
4036611	4037049	1	4	0	1
4036951	4037049	1	3	0	1
4037305	4037448	1	1	1	1
4037305	4037729	1	1	0	1
4037923	4038136	1	4	0	1
4038231	4038396	1	0	2	1
4038505	4038604	1	2	1	1
4038715	4039651	1	3	1	1
4043114	4046527	1	3	0	1
4046796	4046872	1	4	1	1
4046975	4047273	1	3	2	1
4047446	4047803	1	0	0	1
4047960	4048180	1	1	0	1
4048249	4048468	1	1	1	1
4048564	4048957	1	2	0	1
4050818	4050930	2	1	1	2
4050847	4051194	1	2	0	1
4051328	4051626	1	1	1	1
4051705	4051794	1	2	3	1
4053401	4053509	1	2	2	1
4053510	4053707	1	2	0	1
4053814	4053943	1	0	0	1
4054024	4054094	1	2	1	1
4054167	4054263	1	2	1	1
4054167	4054321	1	2	1	1
4054432	4054511	1	2	0	1
4054648	4054761	1	1	0	1
4054816	4056059	1	2	5	1
4054816	4056108	1	2	1	1
4056267	4056356	1	0	2	1
4056439	4056550	1	2	1	1
4056648	4056717	1	1	3	1
4057665	4057768	2	1	3	2
4057915	4058046	2	1	1	2
4057939	4058046	2	1	1	2
4058129	4058341	2	0	1	2
4058509	4058592	2	2	1	2
4058806	4059342	2	1	1	2
4059533	4059824	2	2	3	2
4060009	4061100	2	1	3	2
4060009	4061344	2	1	2	2
4060019	4061100	2	1	4	2
4061272	4061344	2	1	2	2
4061272	4062549	2	1	1	2
4061424	4062549	2	0	1	2
4061428	4062549	2	0	1	2
4061428	4062576	2	0	1	2
4061428	4062592	2	0	1	2
4061428	4062655	2	0	2	2
4085661	4085822	2	0	3	2
4085931	4086277	2	1	1	2
4085931	4086686	2	1	0	2
4086791	4087102	2	1	1	2
4087191	4087288	2	0	0	2
4087396	4087583	2	1	2	2
4087471	4087583	2	0	2	2
4087620	4087861	2	0	0	2
4087620	4087864	4	0	3	2
4090539	4090706	2	0	3	2
4090815	4090980	2	1	0	2
4091085	4091396	2	1	1	2
4091485	4091582	2	0	0	2
4091485	4091901	2	0	5	2
4091690	4091901	2	1	3	2
4091690	4092163	2	1	0	2
4091938	4092163	2	0	0	2
4091938	4092565	2	0	1	2
4091938	4095922	2	0	4	2
4092671	4095922	2	0	2	2
4107718	4107886	2	0	2	2
4107995	4108084	2	0	1	2
4108189	4108527	2	1	1	2
4108616	4108733	2	0	0	2
4108841	4109181	2	1	1	2
4108841	4109257	2	1	2	2
4108841	4109422	2	1	0	2
4109294	4109422	2	0	0	2
4131607	4132658	1	1	3	1
4132867	4134876	1	3	1	1
4133616	4134085	1	2	1	1
4133616	4134876	1	2	1	1
4134245	4134876	1	0	1	1
4134908	4135557	1	2	0	1
4135693	4136216	1	0	2	1
4136327	4136446	1	2	0	1
4136595	4137109	1	2	0	1
4136595	4137214	1	8	2	1
4147507	4147815	1	3	0	1
4147733	4147815	1	2	0	1
4147907	4148003	1	1	1	1
4147917	4148003	1	4	1	1
4148137	4148496	1	2	1	1
4150213	4151142	1	2	1	1
4150514	4151142	1	1	1	1
4151262	4152671	1	3	0	1
4152887	4152973	1	1	2	1
4153096	4153259	1	1	0	1
4153485	4154812	1	2	2	1
4155140	4155228	1	2	1	1
4155325	4155413	1	1	0	1
4155522	4156562	1	2	0	1
4156625	4156710	3	2	1	1
4156962	4157784	1	0	0	1
4157975	4158084	1	3	2	1
4158193	4158421	1	1	0	1
4158580	4158663	1	4	0	1
4158867	4159824	1	1	0	1
4159996	4160493	1	1	0	1
4160659	4160840	1	0	0	1
4160659	4160946	1	0	0	1
4160990	4161077	1	3	2	1
4161189	4161580	1	1	0	1
4161698	4161864	1	2	2	1
4162014	4162099	1	2	1	1
4162250	4162325	1	3	1	1
4162510	4162660	1	2	1	1
4162510	4162746	1	2	3	1
4162876	4163483	1	3	0	1
4164796	4165079	2	0	1	2
4165222	4165318	2	1	2	2
4165496	4165980	2	3	2	2
4166170	4168085	2	0	2	2
4168266	4171334	2	1	2	2
4171545	4174437	2	0	1	2
4171545	4175728	2	0	0	2
4171545	4175776	2	0	1	2
4176199	4177054	1	3	0	1
4176199	4177574	1	3	0	1
4177120	4177547	1	3	1	1
4177120	4177574	1	3	0	1
4177131	4177547	1	3	1	1
4177131	4177695	1	5	0	1
4177131	4181226	1	2	3	1
