1	2874558	2874647	1	1	1	1	0	22
1	3121061	3121170	1	1	1	0	1	2
1	4030140	4030226	1	1	1	1	0	12
1	4778664	4778784	1	1	1	0	1	1
1	17947080	17947317	1	1	1	1	0	5
1	18866542	18866756	1	1	1	1	0	22
1	21678259	21678400	1	1	1	1	0	11
1	24707802	24707878	2	2	1	1	0	8
1	28317109	28317245	2	2	1	1	0	16
2	222856	222953	1	1	1	1	0	20
2	13833998	13834112	2	2	1	1	0	5
3	1913393	1913980	2	2	1	1	0	9
3	2476777	2477540	1	1	1	1	0	17
3	3021552	3021640	1	1	1	0	1	3
3	3486743	3486822	2	2	1	0	1	1
3	5670207	5670298	2	2	1	1	0	14
3	8114515	8114596	1	1	1	1	0	1
4	2633787	2633868	2	2	1	1	0	19
4	5794987	5795064	2	2	1	1	0	13
4	6558615	6558703	1	1	1	1	0	14
4	10583067	10583160	2	2	1	0	1	2
4	12405395	12405472	2	2	1	0	1	15
5	5381887	5382113	2	2	1	1	0	9
5	7535882	7535975	1	1	1	1	0	13
5	24982101	24982183	2	2	1	1	0	7
