Module	Section	Sample Name	Source
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep5_M30_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep5_M30_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep4_M28_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep4_M28_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep3_M27_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep3_M27_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep2_M26_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep2_M26_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep1_M25_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep1_M25_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_C_Rep5_M40_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep5_M40_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_C_Rep4_M39_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep4_M39_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_C_Rep3_M38_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep3_M38_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_C_Rep2_M37_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep2_M37_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_C_Rep1_M36_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep1_M36_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep2_M22_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep2_M22_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep1_M21_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep1_M21_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_I_Rep2_M32_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep2_M32_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_C57-6J_LVR_GC_I_Rep1_M31_raw	/tmp/glds48/work/bf/03dabc50aef814e7c681a2241d9514/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep1_M31_raw.fastq.gz_trimming_report.txt
