1	236297	236428	2	2	1	0	1	2
1	5884295	5884505	2	2	1	1	0	22
1	18358065	18358210	2	2	1	1	0	23
2	774396	774486	1	1	1	1	0	24
2	6400189	6400689	1	1	1	1	0	24
2	8481498	8481694	1	1	1	1	0	12
2	10217944	10218035	2	2	1	1	0	24
2	12057886	12057986	1	1	1	1	0	24
2	12164272	12164347	2	2	1	1	0	20
2	14917006	14917083	2	2	1	1	0	7
2	18205862	18205935	2	2	1	1	0	18
2	18975620	18975719	2	2	1	1	0	24
3	509953	510047	1	1	1	1	0	12
3	2411835	2411931	2	2	1	1	0	19
3	2841055	2841143	2	2	1	3	0	18
3	2841692	2841780	2	2	1	1	0	11
3	2842603	2842737	2	2	1	2	0	7
3	8638673	8638770	2	2	1	1	0	8
3	23370873	23370945	2	2	1	1	0	18
4	9026431	9026551	1	1	1	1	0	21
4	16535247	16535816	2	2	1	1	0	7
4	18415012	18415138	2	2	1	1	0	5
5	6683988	6684064	2	2	1	1	0	10
5	23191315	23191407	1	1	1	1	0	6
5	26457109	26457213	2	2	1	1	0	4
5	26550499	26550586	2	2	1	0	1	1
