132510	49
3913	3994	1	0	0	1
4276	4484	1	3	0	1
4605	4704	1	1	2	1
5095	5172	1	1	0	1
5326	5437	1	2	2	1
7069	7155	2	0	2	2
7232	7382	2	5	1	2
7450	7562	2	0	3	2
7649	7760	2	3	2	2
7649	8234	2	2	3	2
7835	7940	2	0	0	2
7987	8234	2	0	3	2
8325	8415	2	0	1	2
8464	8569	2	1	0	2
8464	8592	2	1	1	2
12354	12422	2	0	1	2
13173	13333	2	0	3	2
24451	24540	1	7	0	1
24655	24750	1	4	3	1
24962	25039	1	1	2	1
25435	25522	1	4	2	1
25743	25823	1	1	0	1
25997	26079	1	2	3	1
26203	26290	1	0	2	1
26452	26541	1	2	0	1
26776	26860	1	3	3	1
27012	27097	1	2	1	1
27281	27370	1	2	1	1
27533	27616	1	2	2	1
27536	27616	1	0	2	1
27713	27801	1	3	0	1
28431	28706	1	0	3	1
28805	28888	1	2	2	1
29080	29158	1	2	0	1
30065	30145	1	3	0	1
30311	30408	1	2	3	1
30816	30900	1	2	0	1
31424	31519	2	1	0	2
31602	31691	2	0	0	2
31813	31931	2	1	2	2
31998	32086	2	1	2	2
32195	32280	2	3	2	2
32347	32429	2	2	1	2
32459	32545	2	1	1	2
32670	32837	2	0	1	2
32670	33027	2	0	2	2
33589	33979	2	1	2	2
34327	34399	2	1	2	2
35471	35565	2	6	0	2
35474	35565	2	0	0	2
35647	35728	2	0	2	2
35963	36622	2	0	2	2
35999	36088	2	0	1	2
36171	36622	2	0	2	2
36685	36808	2	0	2	2
36921	37021	2	1	2	2
37203	37371	2	0	1	2
37398	37567	2	2	1	2
39054	39134	2	0	2	2
39287	39407	2	1	0	2
39814	40211	2	1	2	2
40329	40471	2	1	1	2
40535	40673	2	1	2	2
45559	45644	2	0	0	2
45954	46042	2	1	0	2
46145	46371	2	3	1	2
46145	46374	2	2	2	2
47982	48073	2	0	1	2
48852	48934	2	0	1	2
50337	50417	2	1	2	2
50447	50494	2	0	1	2
50631	50881	2	1	1	2
50963	51062	2	1	1	2
50963	51121	2	1	0	2
50963	51124	2	1	2	2
52346	52432	1	5	0	1
52730	52936	1	1	1	1
53183	53482	1	1	0	1
53624	53701	1	4	0	1
61949	62048	2	0	2	2
62124	63555	2	2	0	2
64475	64568	2	0	1	2
64475	64580	2	0	2	2
64656	64749	2	2	2	2
64807	64899	2	0	2	2
65017	65108	2	0	1	2
65217	65329	2	1	2	2
65456	65561	2	0	0	2
65652	65731	2	0	0	2
65652	65737	2	0	0	2
65864	66105	2	2	2	2
66160	66260	2	1	1	2
66342	66448	2	0	2	2
66557	66676	2	1	0	2
66749	66833	2	2	2	2
66897	67322	2	0	3	2
70233	70894	2	0	2	2
70285	70838	2	0	1	2
70968	71039	2	1	1	2
71721	71940	2	0	0	2
72669	72913	1	2	0	1
72669	73085	1	2	0	1
73016	73085	1	0	0	1
73163	73285	1	0	3	1
73395	73486	1	2	0	1
73740	73820	1	1	0	1
74250	74336	4	1	2	2
74449	74659	2	0	2	2
74455	74659	2	0	2	2
83671	83882	2	1	1	2
87162	87878	2	0	2	2
88730	88952	1	0	0	1
89081	89171	1	5	2	1
89263	89403	1	2	0	1
89579	90160	1	0	2	1
91633	91741	1	1	0	1
92070	92268	1	2	0	1
92089	92268	1	4	0	1
92501	92567	1	3	3	1
92933	93043	1	2	0	1
93171	93269	1	0	0	1
94281	94355	1	2	0	1
95075	95158	1	0	2	1
96157	96552	1	1	1	1
97805	98455	1	0	4	1
98605	98906	1	0	3	1
100031	100109	1	1	0	1
100031	100655	1	1	1	1
100220	100655	1	1	1	1
109330	109404	1	1	0	1
109330	109411	1	1	1	1
113195	113277	1	2	1	1
114433	114617	1	4	1	1
115339	115959	1	2	0	1
121406	121491	2	2	2	2
123495	123577	2	1	3	2
123501	123577	2	0	2	2
123669	123783	2	0	2	2
123897	123990	2	1	4	2
124123	124209	2	0	3	2
124394	124497	2	3	0	2
124632	124712	2	1	3	2
124818	124919	2	1	2	2
