Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
Atha_Ler-0_sl_FLT_0.09G_Rep1_read_dist	162	223	223	7852661	190	0.02	1480965	5	0.0	1749551	25	0.01	4236521	3	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	85.20179372197309	2.242152466367713	11.210762331838566	1.345291479820628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.09G_Rep2_read_dist	84	120	115	7852661	104	0.01	1480965	4	0.0	1749551	5	0.0	4236521	2	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	5	86.66666666666667	3.3333333333333335	4.166666666666666	1.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	4.166666666666666	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.09G_Rep3_read_dist	112	170	169	7852661	158	0.02	1480965	2	0.0	1749551	9	0.01	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	1	92.94117647058823	1.1764705882352942	5.294117647058823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5882352941176471	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.18G_Rep1_read_dist	112	151	151	7852661	137	0.02	1480965	2	0.0	1749551	12	0.01	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	90.72847682119205	1.3245033112582782	7.9470198675496695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.18G_Rep2_read_dist	80	114	114	7852661	101	0.01	1480965	3	0.0	1749551	8	0.0	4236521	2	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	88.59649122807018	2.631578947368421	7.017543859649122	1.7543859649122806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.18G_Rep3_read_dist	120	167	167	7852661	159	0.02	1480965	3	0.0	1749551	5	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	95.20958083832335	1.7964071856287425	2.9940119760479043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.36G_Rep1_read_dist	96	140	139	7852661	132	0.02	1480965	3	0.0	1749551	4	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	1	94.28571428571428	2.142857142857143	2.857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7142857142857143	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.36G_Rep2_read_dist	48	72	72	7852661	59	0.01	1480965	0	0.0	1749551	13	0.01	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	81.94444444444444	0.0	18.055555555555554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.36G_Rep3_read_dist	82	113	112	7852661	105	0.01	1480965	2	0.0	1749551	5	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	1	92.92035398230088	1.7699115044247788	4.424778761061947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8849557522123894	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.57G_Rep1_read_dist	108	157	155	7852661	138	0.02	1480965	10	0.01	1749551	7	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	2	87.89808917197452	6.369426751592357	4.45859872611465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2738853503184715	1249387	4036251	0	0	1626486	4230308	0	0
