task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	9b/7e6689	223164	STAGING:GENERATE_RUNSHEET (GLDS-194)	CACHED	0	2022-09-14 18:49:25.333	5s	4.1s	53.4%	72.3 MB	730.8 MB	22.4 MB	511.3 KB
2	56/7fa9fc	223639	STAGING:GENERATE_METASHEET (GLDS-194)	CACHED	0	2022-09-14 18:49:30.450	1.7s	854ms	84.3%	10.3 MB	16.4 MB	8.9 MB	84.5 KB
3	1c/88c2b7	223941	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_LRTN_BSL_Rep1_B7)	CACHED	0	2022-09-14 18:49:32.164	72ms	7ms	51.6%	0	0	124.9 KB	48.9 KB
6	12/0659e1	-	REFERENCES:PARSE_ANNOTATIONS_TABLE	CACHED	-	2022-09-14 18:49:32.258	236ms	161ms	-	-	-	-	-
5	90/397af9	224030	RAW_FASTQC (Sample: Mmus_BAL-TAL_LRTN_BSL_Rep1_B7)	CACHED	0	2022-09-14 18:49:32.264	23.7s	21s	48.5%	204.5 MB	3.3 GB	20.8 MB	3.8 MB
4	fc/71b2d1	224047	TRIMGALORE (Sample: Mmus_BAL-TAL_LRTN_BSL_Rep1_B7)	CACHED	0	2022-09-14 18:49:32.275	1.9s	1s	91.4%	9.4 MB	15.9 MB	10.1 MB	910.1 KB
12	05/b0c33f	244404	GET_MAX_READ_LENGTH (2)	CACHED	0	2022-09-14 18:50:08.339	5.1s	1s	17.7%	3.2 MB	5.6 MB	1.1 MB	1.1 MB
11	a3/8c8382	243804	GET_MAX_READ_LENGTH (1)	CACHED	0	2022-09-14 18:50:07.118	4.6s	695ms	26.0%	13.5 MB	18.3 MB	1.1 MB	1.1 MB
9	f8/c88d2a	225459	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_LRTN_BSL_Rep1_B7)	CACHED	0	2022-09-14 18:49:34.184	24.9s	22s	42.8%	146.6 MB	3.3 GB	20.9 MB	4 MB
17	8b/693f96	224674	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_RRTN_BSL_Rep2_B8)	CACHED	0	2022-09-14 18:49:33.167	77ms	7ms	139.1%	0	0	126.6 KB	50.6 KB
19	25/1cef6e	224772	RAW_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep2_B8)	CACHED	0	2022-09-14 18:49:33.268	22.8s	21s	46.6%	163 MB	3.4 GB	20.8 MB	3.7 MB
18	b7/95eb6d	224766	TRIMGALORE (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep2_B8)	CACHED	0	2022-09-14 18:49:33.261	2.2s	1s	85.5%	12.8 MB	19.3 MB	10.1 MB	930.7 KB
21	1f/fa2152	245450	GET_MAX_READ_LENGTH (4)	CACHED	0	2022-09-14 18:50:10.331	4.8s	934ms	18.0%	3.1 MB	5.6 MB	1.1 MB	1.2 MB
20	7b/e74e37	246019	GET_MAX_READ_LENGTH (3)	CACHED	0	2022-09-14 18:50:11.350	4.1s	404ms	35.2%	13.8 MB	18.8 MB	1 MB	1.1 MB
22	88/cd2486	226481	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep2_B8)	CACHED	0	2022-09-14 18:49:35.534	29.7s	28s	43.2%	208.1 MB	3.4 GB	20.8 MB	3.8 MB
23	00/d59b43	225322	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_RRTN_BSL_Rep3_B9)	CACHED	0	2022-09-14 18:49:34.085	96ms	9ms	141.2%	0	0	126.1 KB	50.1 KB
24	90/0f03a5	225491	RAW_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep3_B9)	CACHED	0	2022-09-14 18:49:34.227	22.6s	20s	51.4%	169.7 MB	3.4 GB	20.8 MB	3.7 MB
25	be/e1e4af	225481	TRIMGALORE (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep3_B9)	CACHED	0	2022-09-14 18:49:34.218	3.4s	1s	59.9%	12.8 MB	19.3 MB	10.1 MB	920.8 KB
26	3d/14b36b	246296	GET_MAX_READ_LENGTH (5)	CACHED	0	2022-09-14 18:50:11.794	4.9s	613ms	28.5%	13.7 MB	18.3 MB	1.1 MB	1.1 MB
27	f7/ea69f2	246636	GET_MAX_READ_LENGTH (6)	CACHED	0	2022-09-14 18:50:12.257	5.5s	892ms	18.8%	3.1 MB	5.6 MB	1.1 MB	1.1 MB
28	f3/6ad506	227918	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep3_B9)	CACHED	0	2022-09-14 18:49:37.636	30.7s	27s	42.7%	213.2 MB	3.3 GB	20.9 MB	3.8 MB
29	be/eadc5d	226087	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_RRTN_BSL_Rep4_B10)	CACHED	0	2022-09-14 18:49:35.143	122ms	13ms	59.3%	0	0	126.7 KB	50.7 KB
31	5e/9035f5	226317	TRIMGALORE (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep4_B10)	CACHED	0	2022-09-14 18:49:35.314	5.1s	3s	34.4%	12.7 MB	19.3 MB	10.1 MB	937.2 KB
30	09/44a6e2	226325	RAW_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep4_B10)	CACHED	0	2022-09-14 18:49:35.322	27.7s	25s	44.8%	226.4 MB	3.3 GB	20.8 MB	3.7 MB
34	75/4e6fef	248006	GET_MAX_READ_LENGTH (8)	CACHED	0	2022-09-14 18:50:14.718	4.7s	599ms	25.3%	3.1 MB	5.6 MB	1.1 MB	1.1 MB
33	a3/b79f5d	247922	GET_MAX_READ_LENGTH (7)	CACHED	0	2022-09-14 18:50:14.516	5s	799ms	20.2%	13.8 MB	18.2 MB	1.1 MB	1.1 MB
32	a9/331360	229975	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_RRTN_BSL_Rep4_B10)	CACHED	0	2022-09-14 18:49:40.438	32.7s	29s	36.8%	168 MB	3.4 GB	20.9 MB	3.9 MB
35	24/13f02d	226883	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_LRTN_GC_Rep1_G6)	CACHED	0	2022-09-14 18:49:36.306	252ms	13ms	32.0%	0	0	125.5 KB	49.5 KB
37	d8/3bfb90	227184	RAW_FASTQC (Sample: Mmus_BAL-TAL_LRTN_GC_Rep1_G6)	CACHED	0	2022-09-14 18:49:36.623	29.8s	27s	37.8%	200.4 MB	3.3 GB	20.8 MB	3.7 MB
36	61/4ab95a	227174	TRIMGALORE (Sample: Mmus_BAL-TAL_LRTN_GC_Rep1_G6)	CACHED	0	2022-09-14 18:49:36.611	5.2s	2s	32.5%	12.8 MB	19.3 MB	10.1 MB	953.3 KB
38	84/05f8c6	248438	GET_MAX_READ_LENGTH (10)	CACHED	0	2022-09-14 18:50:15.413	4.4s	699ms	23.8%	3.1 MB	5.6 MB	1.1 MB	1.1 MB
39	d2/497c41	249359	GET_MAX_READ_LENGTH (9)	CACHED	0	2022-09-14 18:50:16.819	4.8s	654ms	29.8%	3.2 MB	5.6 MB	1.1 MB	1.1 MB
40	4b/f2bd67	233141	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_LRTN_GC_Rep1_G6)	CACHED	0	2022-09-14 18:49:44.930	29.6s	25s	39.9%	209.4 MB	3.4 GB	20.8 MB	3.7 MB
41	6d/54a469	227990	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_LRTN_GC_Rep2_G8)	CACHED	0	2022-09-14 18:49:37.815	405ms	64ms	21.8%	0	0	125.7 KB	49.7 KB
42	fa/ff0097	228378	RAW_FASTQC (Sample: Mmus_BAL-TAL_LRTN_GC_Rep2_G8)	CACHED	0	2022-09-14 18:49:38.245	28.6s	25s	45.3%	203.7 MB	3.4 GB	20.8 MB	3.7 MB
43	11/136b52	228398	TRIMGALORE (Sample: Mmus_BAL-TAL_LRTN_GC_Rep2_G8)	CACHED	0	2022-09-14 18:49:38.308	6.6s	3s	30.5%	12.7 MB	19.3 MB	10.1 MB	922.7 KB
46	8c/939c60	249906	GET_MAX_READ_LENGTH (12)	CACHED	0	2022-09-14 18:50:17.738	4.7s	745ms	22.3%	13.7 MB	18.3 MB	1.1 MB	1.1 MB
45	f8/b1e2b3	250398	GET_MAX_READ_LENGTH (11)	CACHED	0	2022-09-14 18:50:18.332	5.1s	406ms	36.1%	12.6 MB	17.2 MB	1.1 MB	1.1 MB
44	fa/b538f4	235399	TRIMMED_FASTQC (Sample: Mmus_BAL-TAL_LRTN_GC_Rep2_G8)	CACHED	0	2022-09-14 18:49:49.026	29.3s	26s	40.6%	210.7 MB	3.3 GB	20.8 MB	3.8 MB
47	a2/56fd49	229050	STAGING:STAGE_RAW_READS (Mmus_BAL-TAL_LRTN_GC_Rep3_G9)	CACHED	0	2022-09-14 18:49:39.210	811ms	79ms	15.7%	0	0	126.1 KB	50.1 KB
49	76/4ea5e7	229696	TRIMGALORE (Sample: Mmus_BAL-TAL_LRTN_GC_Rep3_G9)	CACHED	0	2022-09-14 18:49:40.047	7.2s	4s	25.2%	12.9 MB	19.3 MB	10.1 MB	974.9 KB
48	1f/99ff9f	229678	RAW_FASTQC (Sample: Mmus_BAL-TAL_LRTN_GC_Rep3_G9)	CACHED	0	2022-09-14 18:49:40.040	31.3s	28s	37.3%	199.1 MB	3.4 GB	20.8 MB	3.7 MB
