5	307881	307975	1	1	1	1	0	42
5	863268	863778	1	1	1	1	0	10
5	4303404	4303525	2	2	1	1	0	17
5	4303576	4303668	2	2	1	1	0	50
5	4657239	4657568	2	2	1	1	0	45
5	7288647	7288737	2	2	1	1	0	44
5	7391628	7391718	2	2	1	1	0	23
5	7391826	7391921	2	2	1	1	0	36
5	9650541	9650672	1	1	1	1	0	49
5	9650733	9650872	1	1	1	1	0	31
5	9650939	9651023	1	1	1	1	0	28
5	13587835	13587922	1	1	1	1	0	42
5	13587986	13588220	1	1	1	1	0	28
5	14303789	14304253	1	1	1	1	0	32
5	14304343	14304470	1	1	1	1	0	23
5	15377741	15377910	2	2	1	1	0	49
5	15378046	15378135	2	2	1	1	0	39
5	18351818	18351891	2	2	1	1	0	35
5	18541792	18541884	1	1	1	1	0	61
5	22896103	22896239	2	2	1	1	0	27
5	24914721	24914813	1	1	1	1	0	20
5	25394038	25394132	2	2	1	1	0	57
5	25394279	25394699	2	2	1	1	0	13
5	25628814	25628905	2	2	1	1	0	52
5	25735114	25735226	2	2	1	1	0	22
5	25735289	25735469	2	2	1	1	0	34
5	25735504	25735902	2	2	1	1	0	34
5	25829888	25829969	2	2	1	1	0	39
5	25830059	25830196	2	2	1	1	0	28
5	26639303	26639427	2	2	1	1	0	21
