1	3914	3995	+
1	4277	4485	+
1	4606	4705	+
1	5096	5173	+
1	5327	5438	+
1	7070	7156	-
1	7233	7383	-
1	7451	7563	-
1	7650	7761	-
1	7650	8235	-
1	7836	7941	-
1	7988	8235	-
1	8326	8416	-
1	8465	8570	-
1	8465	8593	-
1	12355	12423	-
1	13174	13334	-
1	24452	24541	+
1	24656	24751	+
1	24963	25040	+
1	25436	25523	+
1	25744	25824	+
1	25998	26080	+
1	26204	26291	+
1	26453	26542	+
1	26777	26861	+
1	27013	27098	+
1	27282	27371	+
1	27534	27617	+
1	27537	27617	+
1	27714	27802	+
1	28432	28707	+
1	28806	28889	+
1	29081	29159	+
1	30066	30146	+
1	30312	30409	+
1	30817	30901	+
1	31425	31520	-
1	31603	31692	-
1	31814	31932	-
1	31999	32087	-
1	32196	32281	-
1	32348	32430	-
1	32460	32546	-
1	32671	32838	-
1	32671	33028	-
1	33590	33980	-
1	34328	34400	-
1	35472	35566	-
1	35475	35566	-
1	35648	35729	-
1	35964	36623	-
1	36000	36089	-
1	36172	36623	-
1	36686	36809	-
1	36922	37022	-
1	37204	37372	-
1	37399	37568	-
1	39055	39135	-
1	39288	39408	-
1	39815	40212	-
1	40330	40472	-
1	40536	40674	-
1	45560	45645	-
1	45955	46043	-
1	46146	46372	-
1	46146	46375	-
1	47983	48074	-
1	48853	48935	-
1	50338	50418	-
1	50448	50495	-
1	50632	50882	-
1	50964	51063	-
1	50964	51122	-
1	50964	51125	-
1	52347	52433	+
1	52731	52937	+
1	53184	53483	+
1	53625	53702	+
1	61950	62049	-
1	62125	63556	-
1	64476	64569	-
1	64476	64581	-
1	64657	64750	-
1	64808	64900	-
1	65018	65109	-
1	65218	65330	-
1	65457	65562	-
1	65653	65732	-
1	65653	65738	-
1	65865	66106	-
1	66161	66261	-
1	66343	66449	-
1	66558	66677	-
1	66750	66834	-
1	66898	67323	-
1	70234	70895	-
1	70286	70839	-
1	70969	71040	-
1	71722	71941	-
1	72670	72914	+
1	72670	73086	+
1	73017	73086	+
1	73164	73286	+
1	73396	73487	+
1	73741	73821	+
1	74251	74337	-
1	74450	74660	-
1	74456	74660	-
1	83672	83883	-
1	87163	87879	-
1	88731	88953	+
1	89082	89172	+
1	89264	89404	+
1	89580	90161	+
1	91634	91742	+
1	92071	92269	+
1	92090	92269	+
1	92502	92568	+
1	92934	93044	+
1	93172	93270	+
1	94282	94356	+
1	95076	95159	+
1	96158	96553	+
1	97806	98456	+
1	98606	98907	+
1	100032	100110	+
1	100032	100656	+
1	100221	100656	+
1	109331	109405	+
1	109331	109412	+
1	113196	113278	+
1	114434	114618	+
1	115340	115960	+
1	121407	121492	-
1	123496	123578	-
1	123502	123578	-
1	123670	123784	-
1	123898	123991	-
1	124124	124210	-
1	124395	124498	-
1	124633	124713	-
1	124819	124920	-
1	125023	125133	-
1	125047	125133	-
1	125227	125328	-
1	125656	125741	-
1	125844	125935	-
1	125999	126075	-
1	126590	126685	-
1	126841	126934	-
1	127454	127531	-
1	127574	127650	-
1	127783	127867	-
1	127936	128027	-
1	128313	128478	-
1	128552	128967	-
1	129061	129852	-
1	129915	130038	-
1	130150	130371	-
1	132745	132823	-
1	133219	133302	-
1	133540	133640	-
1	133753	133910	-
1	134207	134288	-
1	134502	134581	-
1	135105	135187	-
1	135270	135707	-
1	136235	136666	+
1	136817	136934	+
1	137759	137847	+
1	138542	138596	+
1	138779	138862	+
1	138779	138874	+
1	138915	138988	+
1	139115	139202	+
1	139346	139487	+
1	142282	142423	+
1	142640	142710	+
1	143677	143760	+
1	143677	143763	+
1	143825	143933	+
1	143978	144063	+
1	144110	144192	+
1	144228	144314	+
1	144352	144446	+
1	144560	144926	+
1	145005	145131	+
1	145208	145344	+
1	145436	146163	+
1	147334	147451	+
1	147529	147643	+
1	147540	147643	+
1	151299	151392	-
1	151732	151931	-
1	152003	152085	-
1	157757	157828	-
1	158113	158253	-
1	159993	160078	-
1	160303	160417	-
1	160479	160567	-
1	162281	162486	-
1	163517	163933	+
1	164104	164224	+
1	164687	164770	+
1	165381	165448	+
1	165657	165768	+
1	165657	165982	+
1	166872	167013	-
1	168802	169036	+
1	169258	169346	+
1	169510	169599	+
1	169711	169805	+
1	169994	170070	+
1	170163	170265	+
1	170314	170411	+
1	170508	170621	+
1	170761	170850	+
1	172545	172620	-
1	176033	176206	+
1	176339	176591	+
1	176753	177024	+
1	180853	181346	-
1	181423	181593	-
1	181423	182060	-
