5	1531492	1531587	2	2	1	1	0	39
5	1855347	1855560	2	4	1	1	0	59
5	1923157	1923476	2	2	1	1	0	31
5	1923508	1923991	2	2	1	1	0	17
5	4135685	4135778	1	1	1	1	0	32
5	4977695	4977799	1	1	1	1	0	10
5	4977866	4978610	1	1	1	1	0	50
5	5359829	5360124	2	2	1	1	0	29
5	6687623	6687699	1	1	1	1	0	21
5	8064887	8064975	2	2	1	1	0	51
5	10320648	10320958	1	1	1	1	0	9
5	10372996	10373082	2	2	1	1	0	54
5	14796790	14796878	1	1	0	1	0	22
5	16382955	16383028	2	2	1	1	0	52
5	17743996	17744426	2	2	1	1	0	15
5	19164541	19165135	2	2	1	1	0	50
5	21647088	21647180	1	1	1	1	0	7
5	23558891	23559056	2	2	1	1	0	50
5	25021854	25022117	2	2	1	1	0	24
5	26173722	26173811	1	1	1	1	0	46
