1	1763629	1763803	2	2	1	1	0	10
1	2975755	2975848	2	2	1	1	0	18
1	21982539	21982628	1	1	1	1	0	17
1	28578424	28578513	2	2	1	1	0	17
2	13689054	13689240	2	2	1	1	0	8
2	15209173	15209248	2	2	1	1	0	23
2	16148738	16148939	2	2	1	1	0	16
2	16831738	16831841	2	2	1	1	0	15
2	17949744	17949861	1	1	1	1	0	9
3	2654907	2655002	2	2	1	3	0	7
3	17910236	17910312	2	2	1	1	0	13
3	19877401	19877501	2	2	1	1	0	15
3	22472113	22472314	2	2	1	1	0	14
4	14755985	14756071	1	1	1	1	0	25
5	3392180	3392339	2	2	1	1	0	21
5	4004241	4004395	2	2	1	1	0	20
5	4985528	4985979	2	2	1	1	0	12
5	6752346	6752853	1	1	1	1	0	4
5	9210132	9210239	1	1	1	1	0	5
5	13425994	13426480	1	1	1	1	0	24
5	13486981	13487210	2	2	1	1	0	11
5	15442536	15442626	1	1	1	0	1	2
5	21111938	21112032	1	1	1	2	0	14
5	24829089	24829385	2	2	1	1	0	20
