1	4609190	4609274	2	2	1	1	0	7
1	8507483	8507577	1	1	1	1	0	24
1	19846784	19846881	1	1	1	1	0	15
1	22286674	22286789	2	2	1	1	0	17
1	25753865	25753966	1	1	1	1	0	22
1	26672040	26672192	2	2	1	0	1	3
1	28529327	28529411	2	2	1	1	0	13
1	29925286	29925373	2	2	1	1	0	13
2	6921517	6921600	2	2	1	1	0	7
2	8127138	8127223	1	1	1	1	0	15
2	14270520	14270879	1	1	1	1	0	20
3	209479	209812	1	1	1	1	0	12
3	2112572	2113091	2	2	1	3	0	9
3	3672396	3672778	1	1	1	0	1	2
3	8671913	8671991	1	1	1	1	0	19
3	10153693	10153824	1	1	1	1	0	10
3	19095354	19095504	1	1	1	0	1	1
3	19595021	19595231	2	2	1	0	1	3
4	11647964	11648084	2	2	1	1	0	14
4	14460039	14460190	1	1	1	1	0	21
5	2823147	2823231	1	1	1	1	0	4
5	4048753	4048823	2	2	1	1	0	17
5	8623971	8624110	1	1	1	0	1	2
5	9081896	9082011	2	2	1	1	0	21
5	16367739	16367842	1	1	1	0	1	3
5	19098113	19098192	2	2	1	1	0	20
5	21073465	21073556	1	1	1	2	0	10
